timestamp,play_draw,card1,card2,card3,card4,card5,card6,card7,decision,source_file,keep,on_play
2026-04-12 21:53:28.349933,draw,Sacred Foundry,Thraben Charm,Thraben Charm,Sacred Foundry,Sacred Foundry,Ocelot Pride,Dalkovan Encampment,mulligan,20260413T025351Z_3e5f1862-cc9a-4acf-b5f5-e94fa624a67f_london_20260412_215308.csv,0,0
2026-04-12 21:53:34.458593,play,"Ragavan, Nimble Pilferer",The Legend of Roku,Goblin Bombardment,Arena of Glory,"Ajani, Nacatl Pariah",Marsh Flats,Seasoned Pyromancer,keep,20260413T025351Z_3e5f1862-cc9a-4acf-b5f5-e94fa624a67f_london_20260412_215308.csv,1,1
2026-04-12 21:53:40.141349,play,Plains,"Phlage, Titan of Fire's Fury",Flooded Strand,"Ragavan, Nimble Pilferer",Thraben Charm,Galvanic Discharge,Goblin Bombardment,keep,20260413T025351Z_3e5f1862-cc9a-4acf-b5f5-e94fa624a67f_london_20260412_215308.csv,1,1
2026-04-12 21:53:46.795216,draw,Guide of Souls,The Legend of Roku,Seasoned Pyromancer,Galvanic Discharge,Marsh Flats,Voice of Victory,Arid Mesa,keep,20260413T025351Z_3e5f1862-cc9a-4acf-b5f5-e94fa624a67f_london_20260412_215308.csv,1,0
2026-04-12 22:19:17.637145,play,Galvanic Discharge,"Ajani, Nacatl Pariah",Arena of Glory,"Ragavan, Nimble Pilferer","Phlage, Titan of Fire's Fury","Phlage, Titan of Fire's Fury",Marsh Flats,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,1
2026-04-12 22:25:35.317811,play,Voice of Victory,Arena of Glory,Marsh Flats,Arid Mesa,"Ajani, Nacatl Pariah",Arid Mesa,Flooded Strand,mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,1
2026-04-12 22:25:40.774554,play,Elegant Parlor,"Ragavan, Nimble Pilferer",Thraben Charm,Galvanic Discharge,Plains,Dalkovan Encampment,Galvanic Discharge,mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,1
2026-04-12 22:31:46.877889,play,"Ajani, Nacatl Pariah",Arena of Glory,Goblin Bombardment,Dalkovan Encampment,"Ragavan, Nimble Pilferer",Flooded Strand,Ocelot Pride,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,1
2026-04-12 22:31:50.461954,draw,Ocelot Pride,"Phlage, Titan of Fire's Fury",Galvanic Discharge,Marsh Flats,Sacred Foundry,Guide of Souls,Elegant Parlor,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,0
2026-04-12 22:31:56.197389,draw,Voice of Victory,Sacred Foundry,The Legend of Roku,"Ajani, Nacatl Pariah",Goblin Bombardment,"Ragavan, Nimble Pilferer",Galvanic Discharge,mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,0
2026-04-12 22:32:04.733236,draw,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Guide of Souls,Guide of Souls,Dalkovan Encampment,Plains,"Ajani, Nacatl Pariah",mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,0
2026-04-12 22:32:11.925307,draw,Arena of Glory,Galvanic Discharge,Guide of Souls,Ocelot Pride,The Legend of Roku,Elegant Parlor,Goblin Bombardment,mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,0
2026-04-12 22:32:18.125496,draw,Seasoned Pyromancer,Sacred Foundry,Elegant Parlor,Voice of Victory,"Ajani, Nacatl Pariah",Arid Mesa,"Ragavan, Nimble Pilferer",keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,0
2026-04-12 22:36:04.293436,play,Guide of Souls,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",Plains,Ocelot Pride,Arid Mesa,Marsh Flats,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,1
2026-04-12 22:36:09.532566,play,Sacred Foundry,Goblin Bombardment,"Ajani, Nacatl Pariah",Ocelot Pride,Marsh Flats,Marsh Flats,Mountain,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,1
2026-04-12 22:36:15.957721,play,"Ajani, Nacatl Pariah",Elegant Parlor,Galvanic Discharge,Flooded Strand,"Ajani, Nacatl Pariah",Goblin Bombardment,"Ajani, Nacatl Pariah",mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,1
2026-04-12 22:36:23.509884,play,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",Arena of Glory,"Phlage, Titan of Fire's Fury",Galvanic Discharge,Ocelot Pride,Flooded Strand,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,1
2026-04-12 23:33:45.101606,play,"Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Sacred Foundry,Flooded Strand,Thraben Charm,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,1
2026-04-12 23:33:51.956908,draw,Sacred Foundry,Marsh Flats,Mountain,Seasoned Pyromancer,"Ragavan, Nimble Pilferer",Voice of Victory,"Ajani, Nacatl Pariah",keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,0
2026-04-12 23:33:59.420014,draw,Guide of Souls,Galvanic Discharge,Ocelot Pride,"Phlage, Titan of Fire's Fury",Flooded Strand,Arena of Glory,Seasoned Pyromancer,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,0
2026-04-12 23:34:19.260806,draw,Guide of Souls,Galvanic Discharge,Marsh Flats,Guide of Souls,Thraben Charm,"Phlage, Titan of Fire's Fury",Seasoned Pyromancer,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,0
2026-04-12 23:34:24.853249,draw,Arid Mesa,Galvanic Discharge,Sacred Foundry,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer","Phlage, Titan of Fire's Fury",Goblin Bombardment,mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,0
2026-04-12 23:34:31.901048,draw,Arid Mesa,The Legend of Roku,Goblin Bombardment,Flooded Strand,Blood Moon,Arena of Glory,Goblin Bombardment,mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,0
2026-04-12 23:40:00.085210,play,"Ajani, Nacatl Pariah",Ocelot Pride,Goblin Bombardment,Arid Mesa,Guide of Souls,Elegant Parlor,Galvanic Discharge,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,1
2026-04-12 23:40:13.588734,play,"Ajani, Nacatl Pariah",Voice of Victory,Flooded Strand,Goblin Bombardment,Arena of Glory,Voice of Victory,Galvanic Discharge,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,1
2026-04-12 23:40:19.429145,play,Goblin Bombardment,Marsh Flats,Guide of Souls,"Phlage, Titan of Fire's Fury",Guide of Souls,Marsh Flats,"Ajani, Nacatl Pariah",keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,1
2026-04-12 23:40:27.598450,draw,"Ragavan, Nimble Pilferer",Elegant Parlor,Seasoned Pyromancer,"Phlage, Titan of Fire's Fury",Blood Moon,Sacred Foundry,Arid Mesa,mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,0
2026-04-12 23:40:42.556623,draw,Sacred Foundry,"Phlage, Titan of Fire's Fury",Marsh Flats,"Phlage, Titan of Fire's Fury",Blood Moon,Arid Mesa,Ocelot Pride,mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,0
2026-04-12 23:40:48.628870,play,Voice of Victory,Galvanic Discharge,Sacred Foundry,Plains,Arid Mesa,Goblin Bombardment,Elegant Parlor,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,1
2026-04-12 23:40:56.372756,play,"Ragavan, Nimble Pilferer",Sacred Foundry,"Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Thraben Charm,"Phlage, Titan of Fire's Fury",Galvanic Discharge,mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,1
2026-04-12 23:42:06.276456,draw,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Thraben Charm,"Ajani, Nacatl Pariah","Ajani, Nacatl Pariah",Flooded Strand,"Ajani, Nacatl Pariah",mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,0
2026-04-12 23:42:10.061026,draw,Dalkovan Encampment,Sacred Foundry,Ocelot Pride,Sacred Foundry,"Phlage, Titan of Fire's Fury",Elegant Parlor,Plains,mulligan,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,0,0
2026-04-12 23:42:15.013104,play,Elegant Parlor,Sacred Foundry,Ocelot Pride,Thraben Charm,Marsh Flats,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer",keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,1
2026-04-12 23:42:19.069053,draw,"Ragavan, Nimble Pilferer",Thraben Charm,Seasoned Pyromancer,Sacred Foundry,"Ajani, Nacatl Pariah",Galvanic Discharge,Flooded Strand,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,0
2026-04-12 23:42:50.276502,draw,Thraben Charm,Elegant Parlor,Flooded Strand,"Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Ocelot Pride,Mountain,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,0
2026-04-12 23:42:53.483793,draw,"Ragavan, Nimble Pilferer",Arid Mesa,Guide of Souls,Plains,Guide of Souls,Goblin Bombardment,Arena of Glory,keep,20260413T044302Z_1f4145a8-6d44-4cee-afab-fa5bcda8ccfe_mtg-jess_20260412_221910.csv,1,0
2026-04-13 12:31:23.767984,play,Ocelot Pride,Marsh Flats,Galvanic Discharge,"Ragavan, Nimble Pilferer",Plains,Guide of Souls,Guide of Souls,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:31:29.928390,play,"Phlage, Titan of Fire's Fury",Goblin Bombardment,Flooded Strand,Arid Mesa,Voice of Victory,Dalkovan Encampment,Marsh Flats,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:31:38.533006,draw,Seasoned Pyromancer,Arid Mesa,Galvanic Discharge,Elegant Parlor,Sacred Foundry,"Ragavan, Nimble Pilferer",Plains,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:31:44.109433,draw,Goblin Bombardment,"Ragavan, Nimble Pilferer",Elegant Parlor,Arid Mesa,"Phlage, Titan of Fire's Fury",Flooded Strand,Guide of Souls,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:31:50.428616,draw,Guide of Souls,Marsh Flats,"Phlage, Titan of Fire's Fury",Sacred Foundry,Arena of Glory,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:31:53.798760,play,Galvanic Discharge,Flooded Strand,"Phlage, Titan of Fire's Fury",Arid Mesa,Arid Mesa,Arena of Glory,Guide of Souls,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:32:19.643462,draw,Sacred Foundry,Ocelot Pride,Ocelot Pride,"Ragavan, Nimble Pilferer",Voice of Victory,"Phlage, Titan of Fire's Fury",Flooded Strand,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:33:05.262499,draw,Guide of Souls,Mountain,"Ragavan, Nimble Pilferer",Sacred Foundry,Voice of Victory,Arid Mesa,Galvanic Discharge,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:33:11.603334,draw,Marsh Flats,Marsh Flats,Galvanic Discharge,"Ragavan, Nimble Pilferer",Thraben Charm,Sacred Foundry,Ocelot Pride,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:33:14.089076,draw,Sacred Foundry,"Phlage, Titan of Fire's Fury",Thraben Charm,Sacred Foundry,Arid Mesa,Marsh Flats,Mountain,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:33:18.265249,play,Sacred Foundry,Thraben Charm,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer",Voice of Victory,Marsh Flats,Seasoned Pyromancer,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:33:22.517135,draw,Arid Mesa,Marsh Flats,"Ragavan, Nimble Pilferer","Ajani, Nacatl Pariah",Goblin Bombardment,"Phlage, Titan of Fire's Fury",Dalkovan Encampment,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:33:34.188963,play,Voice of Victory,"Ajani, Nacatl Pariah",Blood Moon,"Ajani, Nacatl Pariah",Flooded Strand,Seasoned Pyromancer,Mountain,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:33:37.998215,play,Seasoned Pyromancer,"Phlage, Titan of Fire's Fury",Arid Mesa,Flooded Strand,"Ragavan, Nimble Pilferer",Ocelot Pride,Thraben Charm,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:33:50.897280,play,Marsh Flats,Flooded Strand,Thraben Charm,"Phlage, Titan of Fire's Fury",Sacred Foundry,"Ajani, Nacatl Pariah",Plains,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:33:56.026795,play,Thraben Charm,Goblin Bombardment,Guide of Souls,Plains,Marsh Flats,"Ragavan, Nimble Pilferer",Sacred Foundry,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:34:00.458022,play,Galvanic Discharge,Voice of Victory,Ocelot Pride,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer",Arid Mesa,Arid Mesa,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:34:05.165841,draw,Sacred Foundry,Flooded Strand,Plains,"Ajani, Nacatl Pariah",Guide of Souls,Thraben Charm,Arid Mesa,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:34:09.139828,play,Dalkovan Encampment,Goblin Bombardment,Guide of Souls,Guide of Souls,Arid Mesa,Mountain,Voice of Victory,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:34:13.210968,play,Voice of Victory,Blood Moon,"Phlage, Titan of Fire's Fury",Plains,Goblin Bombardment,Arid Mesa,"Ajani, Nacatl Pariah",keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:35:11.612292,draw,Arena of Glory,Arid Mesa,Marsh Flats,Goblin Bombardment,Arid Mesa,Seasoned Pyromancer,"Ajani, Nacatl Pariah",keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:35:25.947529,draw,Thraben Charm,"Phlage, Titan of Fire's Fury",Seasoned Pyromancer,Sacred Foundry,Ocelot Pride,Mountain,Arena of Glory,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:35:30.427116,draw,"Ragavan, Nimble Pilferer",Goblin Bombardment,Ocelot Pride,"Ajani, Nacatl Pariah",Marsh Flats,Plains,Seasoned Pyromancer,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:35:50.049539,draw,Flooded Strand,Flooded Strand,Plains,Arena of Glory,Goblin Bombardment,Galvanic Discharge,Seasoned Pyromancer,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:35:56.784807,draw,Marsh Flats,Flooded Strand,Marsh Flats,Ocelot Pride,"Phlage, Titan of Fire's Fury",Thraben Charm,"Ajani, Nacatl Pariah",keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:36:02.511103,play,Arena of Glory,Thraben Charm,Guide of Souls,Mountain,Goblin Bombardment,"Ragavan, Nimble Pilferer",Thraben Charm,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:37:03.779541,play,Goblin Bombardment,Arid Mesa,"Ajani, Nacatl Pariah",Guide of Souls,Marsh Flats,Seasoned Pyromancer,Arid Mesa,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:37:12.344125,play,Dalkovan Encampment,Galvanic Discharge,"Ajani, Nacatl Pariah",The Legend of Roku,Sacred Foundry,Arena of Glory,Blood Moon,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:37:14.788989,play,Ocelot Pride,"Phlage, Titan of Fire's Fury","Phlage, Titan of Fire's Fury",Galvanic Discharge,Marsh Flats,"Ajani, Nacatl Pariah",Goblin Bombardment,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:37:18.195597,play,Seasoned Pyromancer,Dalkovan Encampment,Plains,Plains,Galvanic Discharge,"Ragavan, Nimble Pilferer",Elegant Parlor,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:37:25.091977,draw,Elegant Parlor,Voice of Victory,Seasoned Pyromancer,Ocelot Pride,Goblin Bombardment,Flooded Strand,Arena of Glory,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:37:27.592655,play,Arena of Glory,Guide of Souls,Plains,Goblin Bombardment,Elegant Parlor,Arena of Glory,Plains,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:38:15.705766,draw,Plains,Guide of Souls,Arid Mesa,Arid Mesa,Ocelot Pride,Plains,Guide of Souls,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:38:24.648617,play,"Ajani, Nacatl Pariah",Ocelot Pride,Galvanic Discharge,Elegant Parlor,Arid Mesa,Marsh Flats,Seasoned Pyromancer,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:38:32.232975,draw,Thraben Charm,Galvanic Discharge,Marsh Flats,Elegant Parlor,Arid Mesa,Goblin Bombardment,"Ragavan, Nimble Pilferer",keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:39:42.765809,play,Ocelot Pride,"Phlage, Titan of Fire's Fury",Arid Mesa,Ocelot Pride,Guide of Souls,Voice of Victory,"Ragavan, Nimble Pilferer",keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:39:48.166925,draw,Marsh Flats,Thraben Charm,Goblin Bombardment,Arid Mesa,Dalkovan Encampment,"Phlage, Titan of Fire's Fury",Arid Mesa,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:39:55.238478,draw,Arena of Glory,"Ajani, Nacatl Pariah",Marsh Flats,Plains,"Phlage, Titan of Fire's Fury",Arid Mesa,Seasoned Pyromancer,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:39:59.451120,draw,Thraben Charm,Seasoned Pyromancer,Plains,The Legend of Roku,Marsh Flats,Galvanic Discharge,Goblin Bombardment,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:40:03.231729,draw,Guide of Souls,Plains,Ocelot Pride,"Phlage, Titan of Fire's Fury","Ajani, Nacatl Pariah",Marsh Flats,"Ragavan, Nimble Pilferer",keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:40:12.836081,draw,Sacred Foundry,Thraben Charm,Marsh Flats,Goblin Bombardment,Marsh Flats,Marsh Flats,"Ajani, Nacatl Pariah",mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:40:17.593682,draw,Guide of Souls,Arena of Glory,Arid Mesa,Marsh Flats,Thraben Charm,Galvanic Discharge,Ocelot Pride,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:40:21.367194,play,Marsh Flats,Marsh Flats,"Ajani, Nacatl Pariah",Seasoned Pyromancer,Plains,Ocelot Pride,"Phlage, Titan of Fire's Fury",keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:40:25.302103,play,Thraben Charm,Arid Mesa,"Phlage, Titan of Fire's Fury",Thraben Charm,Goblin Bombardment,Ocelot Pride,Flooded Strand,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:40:31.100193,draw,Elegant Parlor,"Phlage, Titan of Fire's Fury",Mountain,Seasoned Pyromancer,Arid Mesa,Thraben Charm,Ocelot Pride,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:40:34.279221,draw,"Phlage, Titan of Fire's Fury",Voice of Victory,"Ajani, Nacatl Pariah",Arena of Glory,Galvanic Discharge,Guide of Souls,Sacred Foundry,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:40:44.748330,draw,Arid Mesa,"Phlage, Titan of Fire's Fury",Marsh Flats,Seasoned Pyromancer,Ocelot Pride,Sacred Foundry,Arena of Glory,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:40:46.716400,play,Arid Mesa,Galvanic Discharge,Flooded Strand,Flooded Strand,Mountain,Flooded Strand,Marsh Flats,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:40:52.627472,play,Guide of Souls,Seasoned Pyromancer,Goblin Bombardment,Blood Moon,Voice of Victory,Elegant Parlor,Plains,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:40:57.836808,draw,Guide of Souls,Sacred Foundry,Sacred Foundry,Ocelot Pride,Arid Mesa,Thraben Charm,Elegant Parlor,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:41:00.622307,draw,"Ajani, Nacatl Pariah",Sacred Foundry,Guide of Souls,Flooded Strand,"Ragavan, Nimble Pilferer",Blood Moon,"Ragavan, Nimble Pilferer",keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:41:03.123190,draw,"Ajani, Nacatl Pariah",Goblin Bombardment,Seasoned Pyromancer,Guide of Souls,Seasoned Pyromancer,The Legend of Roku,"Ajani, Nacatl Pariah",mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:41:06.788120,play,The Legend of Roku,Arena of Glory,Ocelot Pride,Marsh Flats,Sacred Foundry,Elegant Parlor,Ocelot Pride,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:41:08.666461,play,Sacred Foundry,Sacred Foundry,Plains,Arena of Glory,Flooded Strand,Voice of Victory,Arena of Glory,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:41:11.339891,play,Seasoned Pyromancer,"Ragavan, Nimble Pilferer",Seasoned Pyromancer,Elegant Parlor,Thraben Charm,Arid Mesa,Plains,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
